total_time,total_tasks_created,tasks_accepted,tasks_skipped,tasks_completed,total_reward,avg_queue_time,load_deviation,server_0_freq,server_1_freq,server_2_freq,episode,policy
300,300,300,0,30,-2571.1791,442.0056,6.2509,0.0,0.0,1.0,86,DQN_v2
300,300,300,0,31,-2437.1115,417.83,5.909,0.0,0.0,1.0,87,DQN_v2
300,300,300,0,31,-2475.8998,424.8244,6.0079,0.0,0.0,1.0,88,DQN_v2
300,300,300,0,34,-2431.7693,416.8667,5.8954,0.0,0.0,1.0,89,DQN_v2
300,300,300,0,33,-2502.1119,429.5511,6.0748,0.0,0.0,1.0,90,DQN_v2
300,300,300,0,29,-2591.6916,445.7044,6.3032,0.0,0.0,1.0,91,DQN_v2
300,300,300,0,32,-2435.6019,417.5578,5.9052,0.0,0.0,1.0,92,DQN_v2
300,300,300,0,32,-2432.7675,417.0467,5.8979,0.0,0.0,1.0,93,DQN_v2
300,300,300,0,33,-2515.5384,431.9722,6.109,0.0,0.0,1.0,94,DQN_v2
300,300,300,0,31,-2514.8237,431.8433,6.1072,0.0,0.0,1.0,95,DQN_v2
300,300,300,0,33,-2491.0208,427.5511,6.0465,0.0,0.0,1.0,96,DQN_v2
300,300,300,0,34,-2410.5482,413.04,5.8413,0.0,0.0,1.0,97,DQN_v2
300,300,300,0,29,-2543.7839,437.0656,6.181,0.0,0.0,1.0,98,DQN_v2
300,300,300,0,31,-2559.5703,439.9122,6.2213,0.0,0.0,1.0,99,DQN_v2
300,300,300,0,33,-2427.7888,416.1489,5.8852,0.0,0.0,1.0,100,DQN_v2
