total_time,total_tasks_created,tasks_accepted,tasks_skipped,tasks_completed,total_reward,avg_queue_time,load_deviation,server_0_freq,server_1_freq,server_2_freq,episode,base_seed,policy
300,300,47,253,24,-218.3413,30.6138,0.4329,0.0,1.0,0.0,34,1,DQN_v2
300,300,47,253,24,-218.6732,30.7244,0.4345,0.0,1.0,0.0,35,1,DQN_v2
300,300,46,254,24,-219.5668,30.8556,0.4364,0.0,1.0,0.0,36,1,DQN_v2
300,300,49,251,24,-218.325,30.9417,0.4376,0.0,1.0,0.0,37,1,DQN_v2
300,300,48,252,24,-217.937,30.6457,0.4334,0.0,1.0,0.0,38,1,DQN_v2
300,300,47,253,24,-219.0609,30.8536,0.4363,0.0,1.0,0.0,39,1,DQN_v2
300,300,48,252,24,-218.4786,30.8262,0.4359,0.0,1.0,0.0,40,1,DQN_v2
300,300,47,253,24,-218.718,30.7393,0.4347,0.0,1.0,0.0,41,1,DQN_v2
300,300,50,250,24,-216.9649,30.655,0.4335,0.0,1.0,0.0,42,1,DQN_v2
300,300,51,249,24,-217.1602,30.8867,0.4368,0.0,1.0,0.0,43,1,DQN_v2
300,300,53,247,24,-215.2035,30.5678,0.4323,0.0,1.0,0.0,44,1,DQN_v2
300,300,49,251,24,-218.0593,30.8531,0.4363,0.0,1.0,0.0,45,1,DQN_v2
300,300,52,248,24,-216.8277,30.9426,0.4376,0.0,1.0,0.0,46,1,DQN_v2
300,300,47,253,24,-219.4061,30.9687,0.438,0.0,1.0,0.0,47,1,DQN_v2
300,300,45,255,24,-219.5343,30.6781,0.4339,0.0,1.0,0.0,48,1,DQN_v2
300,300,49,251,24,-218.0892,30.8631,0.4365,0.0,1.0,0.0,49,1,DQN_v2
300,300,48,252,24,-217.9397,30.6466,0.4334,0.0,1.0,0.0,50,1,DQN_v2
300,300,48,252,24,-218.2107,30.7369,0.4347,0.0,1.0,0.0,51,1,DQN_v2
300,300,47,253,24,-218.9909,30.8303,0.436,0.0,1.0,0.0,52,1,DQN_v2
300,300,46,254,24,-219.0475,30.6825,0.4339,0.0,1.0,0.0,53,1,DQN_v2
300,300,51,249,24,-216.5154,30.6718,0.4338,0.0,1.0,0.0,54,1,DQN_v2
300,300,50,250,24,-217.5989,30.8663,0.4365,0.0,1.0,0.0,55,1,DQN_v2
300,300,48,252,24,-217.8273,30.6091,0.4329,0.0,1.0,0.0,56,1,DQN_v2
300,300,47,253,24,-219.5242,31.0081,0.4385,0.0,1.0,0.0,57,1,DQN_v2
300,300,50,250,24,-217.5326,30.8442,0.4362,0.0,1.0,0.0,58,1,DQN_v2
300,300,51,249,24,-216.9142,30.8047,0.4356,0.0,1.0,0.0,59,1,DQN_v2
300,300,46,254,24,-219.8647,30.9549,0.4378,0.0,1.0,0.0,60,1,DQN_v2
300,300,47,253,24,-218.9205,30.8068,0.4357,0.0,1.0,0.0,61,1,DQN_v2
300,300,45,255,24,-219.3641,30.6214,0.4331,0.0,1.0,0.0,62,1,DQN_v2
300,300,47,253,24,-218.7459,30.7486,0.4349,0.0,1.0,0.0,63,1,DQN_v2
300,300,49,251,24,-217.8601,30.7867,0.4354,0.0,1.0,0.0,64,1,DQN_v2
300,300,47,253,24,-218.7985,30.7662,0.4351,0.0,1.0,0.0,65,1,DQN_v2
300,300,47,253,24,-218.8701,30.79,0.4354,0.0,1.0,0.0,66,1,DQN_v2
300,300,50,250,24,-217.6208,30.8736,0.4366,0.0,1.0,0.0,67,1,DQN_v2
300,300,50,250,24,-217.3793,30.7931,0.4355,0.0,1.0,0.0,68,1,DQN_v2
300,300,46,254,24,-218.92,30.64,0.4333,0.0,1.0,0.0,69,1,DQN_v2
300,300,51,249,24,-216.5101,30.67,0.4337,0.0,1.0,0.0,70,1,DQN_v2
300,300,48,252,24,-218.0956,30.6985,0.4341,0.0,1.0,0.0,71,1,DQN_v2
300,300,49,251,24,-218.375,30.9583,0.4378,0.0,1.0,0.0,72,1,DQN_v2
300,300,47,253,24,-219.0024,30.8341,0.4361,0.0,1.0,0.0,73,1,DQN_v2
300,300,48,252,24,-218.5421,30.8474,0.4362,0.0,1.0,0.0,74,1,DQN_v2
300,300,47,253,24,-219.1892,30.8964,0.4369,0.0,1.0,0.0,75,1,DQN_v2
300,300,47,253,24,-218.9851,30.8284,0.436,0.0,1.0,0.0,76,1,DQN_v2
300,300,50,250,24,-217.9177,30.9726,0.438,0.0,1.0,0.0,77,1,DQN_v2
300,300,50,250,24,-217.8218,30.9406,0.4376,0.0,1.0,0.0,78,1,DQN_v2
300,300,46,254,24,-219.4083,30.8028,0.4356,0.0,1.0,0.0,79,1,DQN_v2
300,300,51,249,24,-216.88,30.7933,0.4355,0.0,1.0,0.0,80,1,DQN_v2
300,300,47,253,24,-219.0418,30.8473,0.4362,0.0,1.0,0.0,81,1,DQN_v2
300,300,49,251,24,-218.177,30.8923,0.4369,0.0,1.0,0.0,82,1,DQN_v2
300,300,50,250,24,-217.4954,30.8318,0.436,0.0,1.0,0.0,83,1,DQN_v2
300,300,49,251,24,-217.7767,30.7589,0.435,0.0,1.0,0.0,84,1,DQN_v2
300,300,48,252,24,-219.0511,31.017,0.4386,0.0,1.0,0.0,85,1,DQN_v2
300,300,48,252,24,-218.2978,30.7659,0.4351,0.0,1.0,0.0,86,1,DQN_v2
300,300,50,250,24,-216.9446,30.6482,0.4334,0.0,1.0,0.0,87,1,DQN_v2
300,300,47,253,24,-218.6101,30.7034,0.4342,0.0,1.0,0.0,88,1,DQN_v2
300,300,47,253,24,-219.0817,30.8606,0.4364,0.0,1.0,0.0,89,1,DQN_v2
300,300,51,249,24,-216.6679,30.7226,0.4345,0.0,1.0,0.0,90,1,DQN_v2
300,300,52,248,24,-216.465,30.8217,0.4359,0.0,1.0,0.0,91,1,DQN_v2
300,300,51,249,24,-216.4062,30.6354,0.4333,0.0,1.0,0.0,92,1,DQN_v2
300,300,47,253,24,-218.4494,30.6498,0.4335,0.0,1.0,0.0,93,1,DQN_v2
300,300,45,255,24,-219.5969,30.699,0.4341,0.0,1.0,0.0,94,1,DQN_v2
300,300,48,252,24,-218.4907,30.8302,0.436,0.0,1.0,0.0,95,1,DQN_v2
300,300,47,253,24,-218.5405,30.6802,0.4339,0.0,1.0,0.0,96,1,DQN_v2
300,300,48,252,24,-218.2412,30.7471,0.4348,0.0,1.0,0.0,97,1,DQN_v2
300,300,50,250,24,-217.2756,30.7585,0.435,0.0,1.0,0.0,98,1,DQN_v2
300,300,46,254,24,-219.2809,30.7603,0.435,0.0,1.0,0.0,99,1,DQN_v2
300,300,50,250,24,-217.3245,30.7748,0.4352,0.0,1.0,0.0,100,1,DQN_v2
300,300,47,253,24,-218.0925,30.5308,0.4318,0.0,1.0,0.0,1,2,DQN_v2
300,300,48,252,24,-218.2997,30.7666,0.4351,0.0,1.0,0.0,2,2,DQN_v2
300,300,49,251,24,-217.833,30.7777,0.4353,0.0,1.0,0.0,3,2,DQN_v2
300,300,49,251,24,-218.1658,30.8886,0.4368,0.0,1.0,0.0,4,2,DQN_v2
300,300,48,252,24,-218.4968,30.8323,0.436,0.0,1.0,0.0,5,2,DQN_v2
300,300,47,253,24,-218.6301,30.71,0.4343,0.0,1.0,0.0,6,2,DQN_v2
300,300,48,252,24,-218.2904,30.7635,0.4351,0.0,1.0,0.0,7,2,DQN_v2
300,300,47,253,24,-219.1542,30.8847,0.4368,0.0,1.0,0.0,8,2,DQN_v2
300,300,48,252,24,-218.0651,30.6884,0.434,0.0,1.0,0.0,9,2,DQN_v2
300,300,48,252,24,-218.1295,30.7098,0.4343,0.0,1.0,0.0,10,2,DQN_v2
300,300,48,252,24,-218.9473,30.9824,0.4382,0.0,1.0,0.0,11,2,DQN_v2
300,300,47,253,24,-218.3733,30.6244,0.4331,0.0,1.0,0.0,12,2,DQN_v2
300,300,50,250,24,-216.8879,30.6293,0.4332,0.0,1.0,0.0,13,2,DQN_v2
300,300,50,250,24,-217.0194,30.6731,0.4338,0.0,1.0,0.0,14,2,DQN_v2
300,300,48,252,24,-217.7807,30.5936,0.4327,0.0,1.0,0.0,15,2,DQN_v2
300,300,47,253,24,-218.8335,30.7778,0.4353,0.0,1.0,0.0,16,2,DQN_v2
300,300,49,251,24,-217.4262,30.6421,0.4333,0.0,1.0,0.0,17,2,DQN_v2
300,300,47,253,24,-218.6789,30.7263,0.4345,0.0,1.0,0.0,18,2,DQN_v2
300,300,50,250,24,-217.3993,30.7998,0.4356,0.0,1.0,0.0,19,2,DQN_v2
300,300,51,249,24,-216.7177,30.7392,0.4347,0.0,1.0,0.0,20,2,DQN_v2
300,300,48,252,24,-218.5082,30.8361,0.4361,0.0,1.0,0.0,21,2,DQN_v2
300,300,49,251,24,-218.0201,30.84,0.4361,0.0,1.0,0.0,22,2,DQN_v2
300,300,49,251,24,-217.2913,30.5971,0.4327,0.0,1.0,0.0,23,2,DQN_v2
300,300,52,248,24,-216.7573,30.9191,0.4373,0.0,1.0,0.0,24,2,DQN_v2
300,300,46,254,24,-218.7789,30.593,0.4326,0.0,1.0,0.0,25,2,DQN_v2
300,300,46,254,24,-219.5174,30.8391,0.4361,0.0,1.0,0.0,26,2,DQN_v2
300,300,48,252,24,-218.4779,30.826,0.4359,0.0,1.0,0.0,27,2,DQN_v2
300,300,48,252,24,-218.0164,30.6721,0.4338,0.0,1.0,0.0,28,2,DQN_v2
300,300,48,252,24,-217.5365,30.5122,0.4315,0.0,1.0,0.0,29,2,DQN_v2
300,300,47,253,24,-219.1808,30.8936,0.4369,0.0,1.0,0.0,30,2,DQN_v2
300,300,48,252,24,-219.019,31.0063,0.4385,0.0,1.0,0.0,31,2,DQN_v2
300,300,47,253,24,-218.9283,30.8094,0.4357,0.0,1.0,0.0,32,2,DQN_v2
300,300,46,254,24,-219.4259,30.8086,0.4357,0.0,1.0,0.0,33,2,DQN_v2
300,300,49,251,24,-218.4285,30.9762,0.4381,0.0,1.0,0.0,34,2,DQN_v2
300,300,47,253,24,-218.9765,30.8255,0.4359,0.0,1.0,0.0,35,2,DQN_v2
300,300,45,255,24,-219.3315,30.6105,0.4329,0.0,1.0,0.0,36,2,DQN_v2
300,300,46,254,24,-219.3617,30.7872,0.4354,0.0,1.0,0.0,37,2,DQN_v2
